# Directed graph: network_edgelist.txt 
# Nodes: 10823 Edges: 174977
# FromNodeId	ToNodeId
625006958	972177756
625006958	535333814
625006958	431461783
625006958	492835355
625006958	319559731
625006958	455439412
625006958	802933290
625006958	536533890
625006958	911543648
625006958	910193634
625006958	429395476
625006958	286742677
625006958	682924053
625006958	708623136
625006958	944326917
625006958	952513093
625006958	610399004
625006958	8277820
625006958	328769745
625006958	32875804
625006958	214906419
625006958	844375807
625006958	628366929
625006958	11674823
625006958	212036167
625006958	277552759
625006958	886154166
625006958	752919624
625006958	16602643
625006958	679048170
625006958	59971363
625006958	668490812
625006958	895010104
625006958	810862919
625006958	840786431
625006958	135773719
625006958	256304919
625006958	899122554
625006958	288618598
625006958	462332433
625006958	188216395
625006958	106403683
625006958	347296629
625006958	865530044
625006958	716724625
625006958	259705106
625006958	796923119
625006958	223884082
625006958	574200622
625006958	396007829
625006958	896314328
625006958	944838209
625006958	817507385
423749394	943431227
423749394	455193350
423749394	358930561
423749394	695704626
423749394	196000943
423749394	835601274
423749394	958849540
423749394	786848067
423749394	419224266
423749394	193302689
423749394	546551328
423749394	191388629
423749394	267148186
423749394	939177232
423749394	781989395
423749394	322863658
423749394	74885061
423749394	94595976
423749394	528554968
423749394	936507039
423749394	725152873
423749394	610341340
423749394	216841399
423749394	725139945
423749394	639838921
423749394	707520898
423749394	33674286
423749394	497415410
423749394	911595461
423749394	393051420
423749394	681396401
423749394	748355447
423749394	671079460
423749394	480258642
423749394	781867818
423749394	840005346
423749394	316846029
423749394	340511039
423749394	364490448
423749394	452525767
423749394	848929091
423749394	687581176
423749394	999412660
423749394	938091445
423749394	647430620
423749394	331872343
423749394	652932783
423749394	862240038
423749394	165325298
423749394	771339559
423749394	793339375
423749394	66756444
423749394	142874722
423749394	521702
423749394	485792080
423749394	939584638
423749394	428055901
423749394	846973270
423749394	770432525
423749394	277411727
423749394	564754756
423749394	312511385
423749394	410956170
423749394	371875187
423749394	904429660
423749394	938835733
423749394	291724510
423749394	795604717
423749394	960684675
423749394	691896635
423749394	334386423
423749394	645404229
423749394	643178374
423749394	528869040
423749394	550110811
423749394	716724625
423749394	332918875
423749394	639644153
423749394	644326756
423749394	614563087
423749394	826153698
423749394	692260808
423749394	103592092
423749394	12776295
423749394	659345319
423749394	394014466
423749394	318427332
423749394	618035386
423749394	664430866
423749394	702127993
423749394	780822258
423749394	110203314
423749394	113559657
423749394	802933290
423749394	332263977
423749394	268735830
423749394	70450141
423749394	458213918
423749394	326052996
423749394	721812221
423749394	910193634
423749394	732507370
423749394	911736214
423749394	288193267
423749394	630466314
423749394	121235104
423749394	286742677
423749394	915943798
423749394	924048186
423749394	176698599
423749394	43959018
423749394	48745086
423749394	952513093
423749394	657818231
423749394	321288247
423749394	628366929
423749394	302526615
423749394	212036167
423749394	469773224
423749394	77891487
423749394	422343879
423749394	564106728
423749394	39452497
423749394	34500424
423749394	324962286
423749394	329290844
423749394	758968590
423749394	617988139
423749394	476496490
423749394	10544477
423749394	90811962
423749394	548462314
423749394	146743212
423749394	258600869
423749394	174519907
423749394	805530551
423749394	100044230
423749394	947453775
423749394	8852587
423749394	662068234
423749394	381959909
423749394	785140160
423749394	139436292
423749394	952247338
423749394	50392558
423749394	106403683
423749394	415218919
423749394	406066347
423749394	918060740
423749394	863817787
423749394	944838209
423749394	344776133
495047260	981482226
495047260	126941501
495047260	991907210
495047260	651425216
495047260	266551979
495047260	732595160
495047260	580824642
495047260	847145929
495047260	84865714
495047260	495418404
495047260	901939171
495047260	168759872
495047260	998557846
495047260	384622882
495047260	311712307
495047260	640613199
495047260	580022791
495047260	79404508
495047260	363923341
495047260	276922197
495047260	577488221
495047260	592235269
495047260	595585314
495047260	29001587
495047260	132278481
495047260	764563405
495047260	731367880
495047260	85392276
495047260	954244466
495047260	504756093
495047260	726338814
495047260	880632918
495047260	254193293
495047260	268735830
495047260	33109700
495047260	373265217
495047260	427395512
495047260	700711905
495047260	314648232
495047260	944019520
495047260	863817787
495047260	427960877
495047260	386679384
495047260	135758325
495047260	387896197
495047260	721812221
495047260	801206919
495047260	265808497
495047260	528554968
495047260	623483838
495047260	681396401
495047260	582726046
495047260	113082100
495047260	298382250
495047260	696121059
495047260	720361057
495047260	934216231
495047260	988737016
495047260	449779726
495047260	701971146
495047260	83986786
495047260	857785742
495047260	531337861
495047260	48745086
495047260	944326917
495047260	529261444
495047260	184189394
495047260	598241982
495047260	824647290
495047260	430372811
495047260	878623966
495047260	895951001
495047260	278325750
495047260	307972442
495047260	510010095
495047260	866429597
495047260	548971762
495047260	991772680
495047260	146743212
495047260	331872343
495047260	755127103
495047260	844375807
495047260	800136038
495047260	483679027
495047260	196949931
495047260	564106728
495047260	874727129
495047260	308015740
495047260	341535775
495047260	474589308
495047260	566333507
495047260	547776480
495047260	709910241
495047260	939584638
495047260	212662158
495047260	555611867
495047260	348567902
495047260	933992629
495047260	751646649
495047260	701651074
495047260	556977890
495047260	977172534
495047260	359224404
495047260	344213956
495047260	312511385
495047260	906854604
495047260	44559929
495047260	320339116
495047260	938835733
495047260	962635881
495047260	944838209
495047260	857518300
495047260	834935577
495047260	803896326
495047260	106403683
495047260	750509368
495047260	725698809
12573401	361815058
12573401	536580822
12573401	636023404
12573401	749068292
12573401	73406790
12573401	985140667
12573401	699731002
12573401	151540516
12573401	263161268
12573401	387896197
12573401	70704234
12573401	348567902
12573401	392788663
12573401	627049531
12573401	243874734
12573401	725500391
12573401	940965497
12573401	907153659
12573401	725152873
12573401	254193293
12573401	228692952
12573401	342899286
12573401	990533283
12573401	700711905
12573401	567105131
12573401	43633027
12573401	740965491
12573401	473942251
12573401	119548427
12573401	991342143
12573401	846105699
12573401	101337029
12573401	687453790
12573401	57436575
12573401	840005346
12573401	916638511
12573401	737693420
12573401	46907914
12573401	184189394
12573401	781867818
12573401	824647290
12573401	430372811
12573401	707302906
12573401	503819949
12573401	307972442
12573401	305080870
12573401	779913750
12573401	472314850
12573401	991772680
12573401	447379859
12573401	704597846
12573401	388968431
12573401	620012834
12573401	367010286
12573401	110732251
12573401	662243840
12573401	285565166
12573401	250042663
12573401	933128973
12573401	332471759
12573401	269975856
12573401	682901724
12573401	566645346
12573401	963147316
12573401	315870973
12573401	485792080
12573401	519030311
12573401	714330331
12573401	896546240
12573401	28208179
12573401	68407363
12573401	55413951
12573401	329363087
12573401	72283367
12573401	88381598
12573401	62366963
12573401	675698318
12573401	238950430
12573401	979061181
12573401	764056232
12573401	277411727
12573401	604481567
12573401	457375056
12573401	344213956
12573401	19382218
12573401	113763843
12573401	602906995
12573401	780199421
12573401	111568137
12573401	551654862
12573401	356680680
12573401	938835733
12573401	458832873
12573401	727205952
12573401	645404229
12573401	945334048
12573401	523015323
12573401	611007980
12573401	170176437
12573401	709245336
12573401	550110811
12573401	238048650
12573401	126941501
12573401	366196834
12573401	667197130
12573401	140293954
12573401	286301202
12573401	669885915
12573401	377670439
12573401	959233054
12573401	257092012
12573401	410956170
12573401	567490833
12573401	495418404
12573401	12776295
12573401	80859024
12573401	607561274
12573401	664377497
12573401	679044507
12573401	962635881
12573401	274527417
12573401	775386567
12573401	96843488
12573401	796322355
12573401	805148116
12573401	635343784
12573401	964030075
12573401	186204354
12573401	29001587
12573401	554193431
12573401	560070767
12573401	332263977
12573401	682102161
12573401	348732641
12573401	120554275
12573401	516182260
12573401	932489173
12573401	676750319
12573401	427960877
12573401	569462122
12573401	721812221
12573401	650775364
12573401	536162362
12573401	623483838
12573401	999472188
12573401	990008009
12573401	784962515
12573401	298382250
12573401	127604842
12573401	413900654
12573401	83986786
12573401	192385066
12573401	900382689
12573401	177919541
12573401	382540898
12573401	944326917
12573401	978978921
12573401	765949714
12573401	691597090
12573401	674418234
12573401	665304364
12573401	345948597
12573401	254995642
12573401	848460438
12573401	800136038
12573401	483679027
12573401	857518300
12573401	518807897
12573401	755127103
12573401	614176679
12573401	820849737
12573401	695525779
12573401	514090342
12573401	801206919
12573401	302526615
12573401	343971860
12573401	649172845
12573401	772072264
12573401	384307527
12573401	233409531
12573401	985513034
12573401	958027962
12573401	474589308
12573401	966632511
12573401	894849479
12573401	960992668
12573401	709910241
12573401	256304919
12573401	39719992
12573401	146743212
12573401	877159837
12573401	96516672
12573401	900092823
12573401	527142535
12573401	776927870
12573401	590620238
12573401	183194115
12573401	771233125
12573401	3069057
12573401	845552621
12573401	532494373
12573401	329231710
12573401	780220213
12573401	676082712
12573401	81948646
12573401	396007829
12573401	881282381
12573401	318806908
12573401	782310000
12573401	712804727
12573401	918060740
796478851	520166235
796478851	651972284
796478851	324785700
796478851	943431227
796478851	658259695
796478851	202510306
796478851	372556672
796478851	312511385
796478851	142436969
796478851	37325946
796478851	898986723
796478851	712537484
796478851	867841897
796478851	296418606
796478851	664377497
796478851	525574868
796478851	435961538
796478851	907236953
796478851	860428816
796478851	479917164
796478851	59755535
796478851	284308609
796478851	881815766
796478851	160954304
796478851	84865714
796478851	866724394
796478851	340124566
796478851	138261211
796478851	162173222
796478851	117318527
796478851	731929518
796478851	991337865
796478851	826249341
796478851	662068234
796478851	268735830
796478851	127604842
796478851	944838209
796478851	105769317
796478851	373265217
796478851	414256806
796478851	818027483
796478851	639838921
796478851	676750319
796478851	863817787
796478851	863555501
796478851	690186182
796478851	964373039
796478851	857577144
796478851	901939171
796478851	610812740
796478851	267148186
796478851	301014312
796478851	2441223
796478851	286742677
796478851	137384733
796478851	277355958
796478851	295380383
796478851	254105574
796478851	701971146
796478851	775155007
796478851	996188373
796478851	48745086
796478851	517486663
796478851	340511039
796478851	988737016
796478851	364610897
796478851	766536738
796478851	797116998
796478851	339218235
796478851	781927615
796478851	337674215
796478851	667917852
796478851	691308362
796478851	947104332
796478851	332956936
796478851	169274943
796478851	98922629
796478851	642092
796478851	872743104
796478851	607561274
796478851	965074510
796478851	606059828
796478851	345449736
796478851	441008064
796478851	939896349
796478851	506200296
796478851	638972033
796478851	792193968
796478851	985513034
796478851	795632353
796478851	833401379
796478851	918448403
796478851	915489976
796478851	237375589
796478851	752386153
796478851	849669284
796478851	234544533
796478851	83037669
796478851	939584638
796478851	587236625
796478851	870020585
796478851	269698103
796478851	434641830
796478851	900092823
796478851	933992629
796478851	159832350
796478851	458832873
796478851	977172534
796478851	359224404
796478851	680679649
796478851	725139945
796478851	319804690
796478851	470899046
796478851	114153763
796478851	506260231
796478851	853534853
796478851	459769128
796478851	184399382
796478851	561885216
796478851	767915933
796478851	904254672
796478851	268317914
796478851	834935577
796478851	803896326
796478851	758907152
796478851	31084138
796478851	106403683
796478851	142178097
796478851	44165060
796478851	917298918
796478851	54601141
968454586	361815058
968454586	626117069
968454586	543868051
968454586	284308609
968454586	606140976
968454586	836657998
968454586	32363315
968454586	509396112
968454586	753169614
968454586	428481475
968454586	805539148
968454586	888228392
968454586	106146245
968454586	721753094
968454586	895808407
968454586	208905783
968454586	551835805
968454586	315315741
968454586	705569878
968454586	44655385
968454586	788222438
968454586	53881511
968454586	945838092
968454586	891486924
968454586	254204401
968454586	239954057
968454586	589999232
968454586	452525767
968454586	133329880
968454586	455558481
968454586	424035254
968454586	923927491
968454586	74644651
968454586	959020806
968454586	93643499
968454586	52566619
968454586	17984921
968454586	87018287
968454586	482594775
968454586	549209518
968454586	411133224
968454586	806531539
968454586	829407845
968454586	282863117
968454586	410860089
968454586	123227665
968454586	887798686
968454586	773721625
968454586	469076583
968454586	643178374
968454586	640394756
968454586	747441319
968454586	624593008
968454586	255571732
968454586	301343478
968454586	709705033
968454586	84865714
968454586	607561274
968454586	470899046
968454586	364167365
968454586	163807787
968454586	858958769
968454586	110203314
968454586	923000323
968454586	319559731
968454586	687620955
968454586	610956108
968454586	80741206
968454586	721812221
968454586	784962515
968454586	503591980
968454586	546377545
968454586	691308362
968454586	517780790
968454586	760423634
968454586	841594958
968454586	171845391
968454586	954244466
968454586	279059486
968454586	878404125
968454586	366457664
968454586	933128198
968454586	985053176
968454586	312038973
968454586	260878857
968454586	116122601
968454586	535059850
968454586	676082712
968454586	541463616
968454586	397737841
968454586	678441579
968454586	161464295
968454586	682207440
968454586	967473561
968454586	161319163
968454586	795604717
968454586	824661286
968454586	554046978
968454586	746512020
968454586	883627652
968454586	999412660
968454586	936284927
968454586	450272080
968454586	412464136
968454586	125023171
968454586	73439344
968454586	27841115
968454586	79404508
968454586	902462314
968454586	95710561
968454586	811626596
968454586	325022851
968454586	28813599
968454586	835409131
968454586	878700725
968454586	4131439
968454586	473942251
968454586	377978024
968454586	957301644
968454586	596495116
968454586	701971146
968454586	539031689
968454586	480452122
968454586	459453248
968454586	662243840
968454586	528969933
968454586	698151038
968454586	478744091
968454586	714330331
968454586	648891115
968454586	609513296
968454586	806460907
968454586	221309467
968454586	938205869
968454586	96770739
968454586	665607462
968454586	737628560
968454586	438402054
968454586	811487824
968454586	266551979
968454586	151675804
968454586	98922629
968454586	371775533
968454586	978978921
968454586	506499289
968454586	544478608
968454586	837915842
968454586	864924829
968454586	6849580
968454586	573869244
968454586	826249341
968454586	964111613
968454586	713529861
968454586	177040526
968454586	844927496
968454586	413900654
968454586	848382863
968454586	137229965
968454586	949258744
968454586	383401203
968454586	642092
968454586	391532902
968454586	752919624
968454586	874727129
968454586	724401464
968454586	329290844
968454586	290373370
968454586	189311099
968454586	65794383
968454586	857755465
968454586	321368439
968454586	118582453
968454586	712804727
968454586	773563358
968454586	473689403
968454586	845552621
968454586	223884082
968454586	99249023
968454586	286828541
851713210	300504203
851713210	161319163
851713210	943431227
851713210	417671566
851713210	573546009
851713210	740123111
851713210	411958710
851713210	972203777
851713210	989312267
851713210	119588737
851713210	309687390
851713210	364490448
851713210	277075419
851713210	873451255
851713210	84291073
851713210	281172036
851713210	499695553
851713210	972783255
851713210	287136571
851713210	351421101
851713210	39788525
851713210	792918187
851713210	151281050
851713210	85392276
851713210	791632985
851713210	706120327
851713210	40398719
851713210	791746793
851713210	707520898
851713210	610812740
851713210	728249093
851713210	42733720
851713210	671079460
851713210	249376607
851713210	669403759
851713210	316846029
851713210	820048257
851713210	46907914
851713210	282069551
851713210	384307527
851713210	361747348
851713210	709308335
851713210	647430620
851713210	169274943
851713210	228368099
851713210	652932783
851713210	661972556
851713210	27129615
851713210	617763540
851713210	111463007
851713210	367010286
851713210	915748657
851713210	662243840
851713210	285565166
851713210	449055289
851713210	973175056
851713210	973564028
851713210	975419518
851713210	915489976
851713210	825600849
851713210	211020488
851713210	87018287
851713210	880078881
851713210	391102362
851713210	810123820
851713210	339037938
851713210	508036465
851713210	686826388
851713210	906854604
851713210	362250111
851713210	429587161
851713210	746063458
851713210	253982324
851713210	777075092
851713210	68881581
851713210	556539576
851713210	793214197
851713210	645404229
851713210	886246055
851713210	135773719
851713210	917298918
851713210	848082901
851713210	275527352
851713210	504756093
851713210	254193293
851713210	658599100
851713210	687958070
851713210	826153698
851713210	746119556
851713210	365921563
851713210	613331961
851713210	602906995
851713210	210294948
851713210	544225235
851713210	912429580
851713210	37020664
851713210	215485900
851713210	369195958
851713210	132278481
851713210	981361007
851713210	268735830
851713210	33109700
851713210	120554275
851713210	70450141
851713210	359224404
851713210	377325179
851713210	432105251
851713210	721812221
851713210	39186073
851713210	490742180
851713210	970817541
851713210	331872343
851713210	581494106
851713210	934216231
851713210	672338233
851713210	507100011
851713210	682975904
851713210	848382863
851713210	708623136
851713210	580555153
851713210	952513093
851713210	962885175
851713210	920300034
851713210	826892386
851713210	345948597
851713210	848460438
851713210	517780790
851713210	837227593
851713210	530912279
851713210	616060704
851713210	518807897
851713210	191195986
851713210	466108772
851713210	886154166
851713210	575980560
851713210	752919624
851713210	985117600
851713210	794725613
851713210	34500424
851713210	270974927
851713210	813559688
851713210	109308253
851713210	341535775
851713210	533080712
851713210	226896556
851713210	401079359
851713210	538699376
851713210	73830792
851713210	354252338
851713210	553599297
851713210	146743212
851713210	203921258
851713210	431871267
851713210	313287594
851713210	715725309
851713210	382357866
851713210	458033786
851713210	491219224
851713210	704482313
851713210	287755608
851713210	962635881
851713210	191378698
851713210	906535064
851713210	574200622
851713210	60528722
851713210	678441579
851713210	928236254
851713210	896314328
851713210	577425540
851713210	944838209
257299410	543515458
257299410	556170461
257299410	56905057
257299410	216755831
257299410	945830047
257299410	667526716
257299410	308494500
257299410	198853416
257299410	280680265
257299410	235231133
257299410	111372149
257299410	114064495
257299410	827129491
257299410	627123319
257299410	190946153
257299410	910193634
257299410	979100065
257299410	277036213
257299410	242613573
257299410	284308609
257299410	265495997
257299410	888228392
257299410	800313882
257299410	544425058
257299410	527569135
257299410	564213194
257299410	418241817
257299410	85392276
257299410	954244466
257299410	307585912
257299410	435406006
257299410	293732423
257299410	898767680
257299410	863817787
257299410	711082955
257299410	83370751
257299410	393051420
257299410	904851562
257299410	891486924
257299410	83986786
257299410	800152546
257299410	88070271
257299410	81093528
257299410	350148741
257299410	810622482
257299410	698980353
257299410	46907914
257299410	866387801
257299410	133329880
257299410	781927615
257299410	822057552
257299410	549964081
257299410	286473325
257299410	841991594
257299410	221765396
257299410	475974307
257299410	959215133
257299410	117883101
257299410	521700924
257299410	661972556
257299410	504709066
257299410	875418276
257299410	752386153
257299410	807890818
257299410	288618598
257299410	959020806
257299410	66756444
257299410	975204687
257299410	951158498
257299410	269605836
257299410	888054267
257299410	359923996
257299410	829491900
257299410	310141192
257299410	214332934
257299410	138069577
257299410	929853050
257299410	267148186
257299410	978685890
257299410	702223150
257299410	411133224
257299410	662604738
257299410	885875251
257299410	938835733
257299410	959437407
257299410	380890342
257299410	420968701
257299410	661785289
257299410	475749374
257299410	334386423
257299410	123227665
257299410	599894900
257299410	424705014
257299410	469076583
257299410	111568137
257299410	878623966
257299410	235723577
257299410	491548531
257299410	711205664
257299410	41816658
257299410	19351976
257299410	497909179
257299410	929437288
257299410	878492675
257299410	894518293
257299410	20347255
257299410	777641307
257299410	373088650
257299410	962311421
257299410	582275953
257299410	825456838
257299410	929060137
257299410	62197711
257299410	719413373
257299410	944954245
257299410	721812221
257299410	39186073
257299410	202807706
257299410	803157969
257299410	85715715
257299410	720361057
257299410	771960057
257299410	266029003
257299410	337810248
257299410	944326917
257299410	17432457
257299410	642092
257299410	807508323
257299410	233569570
257299410	999096107
257299410	895583054
257299410	83523747
257299410	802532712
257299410	325305468
257299410	280537797
257299410	178276232
257299410	623279325
257299410	236332345
257299410	834690114
257299410	66815646
257299410	755326151
257299410	93644185
257299410	697182895
257299410	152924607
257299410	258385182
257299410	450272080
257299410	875490010
257299410	392620598
257299410	573953874
257299410	472282845
257299410	191683646
257299410	771704618
257299410	420959945
257299410	705820863
257299410	452440646
257299410	434641830
257299410	540163753
257299410	433082905
257299410	910318397
257299410	53454154
257299410	999472188
257299410	489598333
257299410	197030911
257299410	367108317
257299410	574200622
257299410	574547537
257299410	315896127
257299410	835311518
257299410	290389230
257299410	229280363
257299410	206259553
257299410	805271665
257299410	983303300
257299410	996085576
257299410	305079406
257299410	35602122
257299410	322863658
257299410	972783255
257299410	8681536
257299410	811626596
257299410	950100663
257299410	5633564
257299410	476361452
257299410	595900920
257299410	835409131
257299410	230264480
257299410	509291208
257299410	147282957
257299410	176859829
257299410	527199531
257299410	4131439
257299410	473942251
257299410	742291770
257299410	619804993
257299410	342226068
257299410	428674062
257299410	853349494
257299410	294297090
257299410	624476264
257299410	62429928
257299410	384590983
257299410	937419672
257299410	773669046
257299410	934180772
257299410	39981759
257299410	343806603
257299410	287143385
257299410	896829342
257299410	332471759
257299410	596128046
257299410	269975856
257299410	275454884
257299410	698151038
257299410	381867322
257299410	563797668
257299410	78343562
257299410	714330331
257299410	888622992
257299410	759184096
257299410	391102362
257299410	139624988
257299410	818279560
257299410	207027056
257299410	72731809
257299410	634629368
257299410	155649114
257299410	531113126
257299410	207590475
257299410	185438968
257299410	114153763
257299410	799462381
257299410	599811169
257299410	727479949
257299410	562570170
257299410	265255541
257299410	695460740
257299410	298520719
257299410	266551979
257299410	754076127
257299410	824000872
257299410	103592092
257299410	413733102
257299410	65106792
257299410	303849394
257299410	271319087
257299410	388239951
257299410	544478608
257299410	683859729
257299410	900977224
257299410	603781667
257299410	658502422
257299410	764528941
257299410	495390029
257299410	921224252
257299410	113559657
257299410	282453982
257299410	627865886
257299410	717853551
257299410	686874120
257299410	551525427
257299410	220223588
257299410	22588943
257299410	94309179
257299410	728194929
257299410	802623840
257299410	476148821
257299410	551313177
257299410	198314321
257299410	899967351
257299410	562116943
257299410	839162881
257299410	450965975
257299410	587236625
257299410	949258744
257299410	575941960
257299410	610485362
257299410	383401203
257299410	974163947
257299410	639186262
257299410	903105734
257299410	886154166
257299410	939336842
257299410	891534507
257299410	427392696
257299410	39460733
257299410	358930561
257299410	669050801
257299410	19214595
257299410	212662158
257299410	173355818
257299410	65794383
257299410	315973799
257299410	536036169
257299410	27001673
257299410	892559498
257299410	303242251
257299410	68168396
257299410	832992564
257299410	429360109
257299410	70842268
257299410	840362546
257299410	380816231
257299410	289349841
257299410	503470814
257299410	848375611
257299410	448167729
194680414	646359564
194680414	199375441
194680414	738557662
194680414	141823770
194680414	755565528
194680414	525062418
194680414	697451537
194680414	898986723
194680414	307352841
194680414	296418606
194680414	486499740
194680414	181492301
194680414	243793850
194680414	311712307
194680414	158170300
194680414	44856454
194680414	772028908
194680414	662124377
194680414	612133567
194680414	551461672
194680414	342899286
194680414	284965810
194680414	736621730
194680414	740965491
194680414	681396401
194680414	728249093
194680414	474054522
194680414	547776480
194680414	377274865
194680414	675065237
194680414	310000713
194680414	30893817
194680414	685267678
194680414	797116998
194680414	555400113
194680414	973274270
194680414	860336932
194680414	797041541
194680414	352594886
194680414	324049795
194680414	841898540
194680414	367010286
194680414	480671418
194680414	597592515
194680414	933128973
194680414	190015403
194680414	93643499
194680414	717579316
194680414	909669677
194680414	951158498
194680414	611549772
194680414	331164361
194680414	939584638
194680414	104987183
194680414	314962834
194680414	312511385
194680414	853534853
194680414	248169654
194680414	358184593
194680414	459655291
194680414	290136893
194680414	777075092
194680414	661785289
194680414	793214197
194680414	765481460
194680414	959523193
194680414	645404229
194680414	145592782
194680414	466755010
194680414	467384471
194680414	161238375
194680414	334323934
194680414	507507324
194680414	366196834
194680414	651972284
194680414	715012517
194680414	697854565
194680414	332918875
194680414	254193293
194680414	78625341
194680414	826153698
194680414	73984835
194680414	84865714
194680414	672657950
194680414	436838966
194680414	479917164
194680414	751665270
194680414	23821599
194680414	100694258
194680414	377135764
194680414	687620955
194680414	729265271
194680414	928048525
194680414	628156153
194680414	212322603
194680414	300277550
194680414	202807706
194680414	111760241
194680414	643274829
194680414	83986786
194680414	944326917
194680414	270359828
194680414	195751672
194680414	962834185
194680414	332956936
194680414	514090342
194680414	277552759
194680414	170751881
194680414	843606625
194680414	565979507
194680414	878404125
194680414	226896556
194680414	945554270
194680414	469520074
194680414	128111482
194680414	359028896
194680414	35130349
194680414	173462952
