# Input: ../network_edgelist.txt
# Nodes: 10823    Edges: 174977
# Algoritm: Clauset-Newman-Moore
# Modularity: 0.172381
# Communities: 6
# NId	CommunityId
332263977	0
911736214	0
630466314	0
924048186	0
321288247	0
469773224	0
39452497	0
329290844	0
758968590	0
476496490	0
146743212	0
381959909	0
785140160	0
952247338	0
50392558	0
415218919	0
406066347	0
918060740	0
651425216	0
79404508	0
363923341	0
276922197	0
577488221	0
592235269	0
29001587	0
132278481	0
85392276	0
504756093	0
387896197	0
801206919	0
623483838	0
298382250	0
598241982	0
991772680	0
474589308	0
555611867	0
751646649	0
344213956	0
857518300	0
12573401	0
361815058	0
749068292	0
73406790	0
699731002	0
151540516	0
392788663	0
627049531	0
243874734	0
940965497	0
990533283	0
567105131	0
740965491	0
473942251	0
991342143	0
101337029	0
687453790	0
57436575	0
46907914	0
503819949	0
305080870	0
779913750	0
472314850	0
447379859	0
367010286	0
110732251	0
662243840	0
250042663	0
933128973	0
269975856	0
682901724	0
566645346	0
963147316	0
315870973	0
519030311	0
714330331	0
896546240	0
68407363	0
55413951	0
329363087	0
72283367	0
675698318	0
238950430	0
764056232	0
604481567	0
19382218	0
113763843	0
780199421	0
551654862	0
356680680	0
458832873	0
727205952	0
945334048	0
523015323	0
611007980	0
170176437	0
667197130	0
140293954	0
286301202	0
669885915	0
679044507	0
274527417	0
96843488	0
805148116	0
635343784	0
964030075	0
186204354	0
560070767	0
682102161	0
516182260	0
676750319	0
569462122	0
784962515	0
413900654	0
900382689	0
177919541	0
691597090	0
345948597	0
848460438	0
518807897	0
343971860	0
649172845	0
384307527	0
233409531	0
985513034	0
966632511	0
894849479	0
39719992	0
527142535	0
183194115	0
771233125	0
3069057	0
845552621	0
780220213	0
676082712	0
881282381	0
712804727	0
372556672	0
414256806	0
301014312	0
2441223	0
137384733	0
295380383	0
775155007	0
169274943	0
506200296	0
792193968	0
237375589	0
849669284	0
159832350	0
184399382	0
904254672	0
758907152	0
917298918	0
968454586	0
606140976	0
509396112	0
753169614	0
428481475	0
895808407	0
208905783	0
705569878	0
44655385	0
788222438	0
53881511	0
945838092	0
254204401	0
239954057	0
589999232	0
133329880	0
424035254	0
923927491	0
74644651	0
93643499	0
52566619	0
87018287	0
482594775	0
549209518	0
806531539	0
829407845	0
282863117	0
640394756	0
747441319	0
709705033	0
163807787	0
858958769	0
610956108	0
80741206	0
503591980	0
546377545	0
517780790	0
760423634	0
171845391	0
878404125	0
985053176	0
116122601	0
541463616	0
967473561	0
161319163	0
824661286	0
883627652	0
450272080	0
412464136	0
902462314	0
95710561	0
325022851	0
377978024	0
596495116	0
480452122	0
459453248	0
528969933	0
698151038	0
478744091	0
806460907	0
938205869	0
96770739	0
665607462	0
737628560	0
438402054	0
506499289	0
544478608	0
837915842	0
864924829	0
964111613	0
137229965	0
391532902	0
724401464	0
189311099	0
321368439	0
118582453	0
473689403	0
99249023	0
851713210	0
417671566	0
573546009	0
740123111	0
411958710	0
972203777	0
989312267	0
309687390	0
873451255	0
499695553	0
972783255	0
287136571	0
351421101	0
39788525	0
792918187	0
791632985	0
791746793	0
728249093	0
42733720	0
669403759	0
820048257	0
282069551	0
228368099	0
27129615	0
915748657	0
449055289	0
973175056	0
973564028	0
975419518	0
825600849	0
880078881	0
391102362	0
686826388	0
746063458	0
68881581	0
556539576	0
886246055	0
848082901	0
275527352	0
658599100	0
365921563	0
613331961	0
210294948	0
544225235	0
37020664	0
215485900	0
369195958	0
981361007	0
377325179	0
432105251	0
490742180	0
507100011	0
580555153	0
962885175	0
920300034	0
826892386	0
837227593	0
530912279	0
191195986	0
466108772	0
575980560	0
985117600	0
794725613	0
813559688	0
109308253	0
226896556	0
401079359	0
73830792	0
354252338	0
553599297	0
431871267	0
382357866	0
704482313	0
191378698	0
928236254	0
577425540	0
56905057	0
945830047	0
979100065	0
307585912	0
898767680	0
904851562	0
807890818	0
888054267	0
978685890	0
702223150	0
420968701	0
424705014	0
19351976	0
929437288	0
803157969	0
807508323	0
999096107	0
392620598	0
573953874	0
197030911	0
367108317	0
574547537	0
5633564	0
476361452	0
527199531	0
342226068	0
624476264	0
773669046	0
934180772	0
343806603	0
896829342	0
139624988	0
695460740	0
754076127	0
65106792	0
388239951	0
476148821	0
839162881	0
575941960	0
891534507	0
380816231	0
646359564	0
755565528	0
697451537	0
307352841	0
486499740	0
158170300	0
612133567	0
551461672	0
675065237	0
797041541	0
480671418	0
314962834	0
358184593	0
959523193	0
161238375	0
507507324	0
672657950	0
751665270	0
23821599	0
100694258	0
729265271	0
928048525	0
300277550	0
643274829	0
962834185	0
565979507	0
469520074	0
332943977	0
535281683	0
540628829	0
597070506	0
202178491	0
322777257	0
966783668	0
909784621	0
973610081	0
898112359	0
474346567	0
208895160	0
30512326	0
980775715	0
653468161	0
89924752	0
434744320	0
67142684	0
916705845	0
188964901	0
957521505	0
689396986	0
994777371	0
851342683	0
15684611	0
171340462	0
76913097	0
425090550	0
38412302	0
781356639	0
18218486	0
809892032	0
186317813	0
483962667	0
390674671	0
412250880	0
400086508	0
903331389	0
393876327	0
32097434	0
208444742	0
86313930	0
835911022	0
286513527	0
807124613	0
544688133	0
209122109	0
817832480	0
495707887	0
160072620	0
67408927	0
586858223	0
581212377	0
52283447	0
904264512	0
103435785	0
811751768	0
598261818	0
724339083	0
364971600	0
117468564	0
306864896	0
438416999	0
492607914	0
277203755	0
665446412	0
683973636	0
181880469	0
729436276	0
894609241	0
936266538	0
835200428	0
181935953	0
741869452	0
479388275	0
513725348	0
203471457	0
954446100	0
592045150	0
801450841	0
302172348	0
852171675	0
826857257	0
845219130	0
214507774	0
90160811	0
275367231	0
454123657	0
54300989	0
58212622	0
964655521	0
104394425	0
297201928	0
680081517	0
224955744	0
489481478	0
72425522	0
252893367	0
444184009	0
746634562	0
306106925	0
974781296	0
605908204	0
681827446	0
525104237	0
863838176	0
272328280	0
944680208	0
251399129	0
362238714	0
394829514	0
976711186	0
493603527	0
359273013	0
675804372	0
972858196	0
691270347	0
727203861	0
113845061	0
36598167	0
324273304	0
429808732	0
473439739	0
218793306	0
22793643	0
829478476	0
573040120	0
274525042	0
383627205	0
578026839	0
353746556	0
161568260	0
52827538	0
639650728	0
965650273	0
274683806	0
967434869	0
962644223	0
727232579	0
923502183	0
561219533	0
33297569	0
756648562	0
57891400	0
740214406	0
52724021	0
650255193	0
992407145	0
989502350	0
352709695	0
884832045	0
689707073	0
801340428	0
329259147	0
264992017	0
23858027	0
433283981	0
358387807	0
986624430	0
73651718	0
925172240	0
252944377	0
695288176	0
486805580	0
409554973	0
925414742	0
168542522	0
726505048	0
259784	0
523429144	0
272234056	0
600916165	0
207075306	0
533427852	0
832631934	0
756025334	0
323256848	0
521903326	0
12234015	0
574289726	0
201114661	0
354174807	0
151472550	0
682888942	0
611956205	0
73190184	0
263019959	0
842413162	0
202239654	0
657896473	0
579119115	0
49273770	0
280910311	0
826964636	0
406880754	0
308977936	0
355134778	0
895628849	0
60657407	0
307673487	0
348717574	0
445270031	0
38759796	0
43060924	0
675005720	0
76497890	0
632885597	0
90498143	0
403921710	0
669301700	0
804466386	0
421253594	0
253381883	0
739073170	0
352039807	0
669416309	0
417063055	0
940693958	0
674984040	0
967978775	0
572378860	0
166887222	0
818841066	0
267707547	0
590251517	0
892914142	0
258126340	0
72269864	0
631228639	0
765518820	0
477780027	0
324680078	0
571867555	0
632054484	0
461816708	0
224890429	0
280007087	0
783549733	0
308987277	0
214456493	0
455028473	0
423555699	0
757861355	0
125607406	0
208304666	0
724828119	0
545127269	0
733914993	0
398244025	0
348220468	0
61169226	0
429889866	0
142823895	0
250468688	0
606787966	0
156833926	0
493980888	0
357782478	0
344114701	0
702751918	0
758781076	0
822131077	0
883761088	0
273493992	0
180829281	0
77362670	0
689371454	0
849781051	0
858868499	0
904914753	0
925176505	0
244027241	0
460803573	0
66881770	0
537918363	0
925561588	0
967739704	0
381590732	0
179229812	0
474343175	0
203020335	0
982699473	0
642659038	0
552493082	0
485383273	0
942255368	0
694644556	0
329005093	0
347715638	0
426812493	0
838153781	0
449957021	0
14145807	0
566707929	0
676913846	0
350602568	0
285689001	0
467131614	0
917544408	0
813635551	0
56865900	0
468519973	0
631828668	0
299890243	0
182922674	0
927010301	0
961209306	0
891669003	0
891308995	0
114585005	0
968958616	0
833516090	0
789951256	0
636225697	0
61671014	0
972878171	0
538674344	0
957363369	0
632925145	0
146029306	0
167771920	0
886094143	0
776598060	0
402922267	0
718441621	0
825330385	0
954607882	0
773966060	0
621923817	0
609003	0
923277817	0
223975899	0
949277889	0
77860409	0
223840824	0
774491837	0
49091369	0
257869468	0
975620128	0
459582813	0
84302130	0
598203101	0
478838534	0
810459509	0
985767371	0
39110890	0
851812434	0
596001228	0
993224794	0
925952273	0
514563975	0
921535575	0
259659306	0
732649963	0
702536245	0
883488312	0
411909373	0
825079362	0
129420874	0
364063181	0
21809253	0
278279730	0
246865144	0
853336703	0
52028091	0
106547328	0
174873210	0
538593659	0
141126708	0
584118976	0
822965021	0
219153969	0
328536077	0
804082475	0
522800911	0
147827206	0
239563926	0
966757156	0
788048790	0
91256978	0
332896771	0
623089413	0
28156147	0
456677854	0
908879748	0
686349615	0
271477567	0
744401755	0
887363994	0
975729921	0
476745591	0
315589916	0
397502795	0
335126023	0
323066142	0
806873764	0
213213028	0
97359303	0
28773694	0
841922923	0
719966484	0
231450328	0
628370990	0
844578678	0
948572433	0
611601486	0
241950991	0
210332480	0
698127781	0
152953115	0
13153397	0
168319144	0
479546610	0
287406081	0
782718730	0
402711800	0
7049196	0
538093571	0
571758148	0
389209930	0
655274656	0
978571918	0
651629410	0
847985699	0
515619676	0
556389565	0
65880060	0
597652566	0
806306754	0
60649146	0
552995708	0
537324172	0
117786557	0
695215253	0
472604443	0
958838256	0
345101126	0
131580865	0
151877439	0
920341304	0
638351275	0
128540332	0
285847246	0
981502203	0
590565958	0
613479795	0
866804690	0
561394027	0
857742327	0
781718705	0
142842156	0
937149405	0
2900219	0
790195479	0
592868125	0
20222347	0
252500048	0
63680451	0
290373914	0
569906224	0
472557930	0
275499222	0
462060839	0
266928581	0
387912381	0
868642095	0
285422307	0
453059023	0
5534648	0
848256796	0
972792575	0
799880358	0
360494127	0
796699437	0
772869250	0
387482208	0
938913308	0
926861094	0
435226347	0
594205117	0
733677089	0
414049431	0
382049156	0
853105589	0
382929232	0
505336110	0
728797067	0
881451852	0
485006545	0
427888012	0
386715477	0
708213270	0
710333449	0
195580144	0
962284308	0
505030620	0
636007950	0
886576182	0
344217801	0
113512430	0
726615091	0
848792353	0
499356401	0
823109035	0
397703468	0
175766298	0
678482897	0
210015968	0
81223843	0
510939304	0
924457688	0
574372321	0
296763503	0
693516371	0
896659926	0
568031671	0
175107033	0
962525321	0
689168648	0
405788948	0
250084680	0
846469615	0
764995380	0
666858995	0
783813317	0
853814689	0
602429734	0
279468	0
5380727	0
22743844	0
514924335	0
409800740	0
102204991	0
67933115	0
546005726	0
583500885	0
807148596	0
834988477	0
275476181	0
679876503	0
491133352	0
639470167	0
929276645	0
723699997	0
551233927	0
723363555	0
766347833	0
460458400	0
789188246	0
13436712	0
716868402	0
659964374	0
651975826	0
945074525	0
364029170	0
193049614	0
755640251	0
9042130	0
25862817	0
460822618	0
675894040	0
308241842	0
308372921	0
548756984	0
738768114	0
985624739	0
738606092	0
710331075	0
403538307	0
628843623	0
264588256	0
709887916	0
267744258	0
100036652	0
927885487	0
612056019	0
255465296	0
809755094	0
662121932	0
238414055	0
217532606	0
966343592	0
518437978	0
584522165	0
863212180	0
579069911	0
856559315	0
965135745	0
449256760	0
482167801	0
871134001	0
547611993	0
930686673	0
420692098	0
430003344	0
307093851	0
522135204	0
515710393	0
906340905	0
230760391	0
221850373	0
591300988	0
985218239	0
404951903	0
802779501	0
646318722	0
61403686	0
867491271	0
90007999	0
154205422	0
984621801	0
406434948	0
554870015	0
5152518	0
775524887	0
981306798	0
352265007	0
222341094	0
972265470	0
720275709	0
320014487	0
1333402	0
239931445	0
735566012	0
893554288	0
842143283	0
401780145	0
337321094	0
22901331	0
977774480	0
461471090	0
253012610	0
13475415	0
629073026	0
334600904	0
735872624	0
829892526	0
917206040	0
759141039	0
133770045	0
195118340	0
953603453	0
713809290	0
487408316	0
631001631	0
983538120	0
374442563	0
998369752	0
541340242	0
18220450	0
797998556	0
791045918	0
522261988	0
137281921	0
592730083	0
486257940	0
546337320	0
913394841	0
546054377	0
466727460	0
236001295	0
773437376	0
753581640	0
645268053	0
948845668	0
148706231	0
805067910	0
780637051	0
493573963	0
453226680	0
799052625	0
525486150	0
880553133	0
702690182	0
898979296	0
421197927	0
158165417	0
640575646	0
502254881	0
606053684	0
179089928	0
612239634	0
176456907	0
742663043	0
721863178	0
789024207	0
483602494	0
171993373	0
736613908	0
145179706	0
191059191	0
143277020	0
996693262	0
358995249	0
606020418	0
936049777	0
956409951	0
73894730	0
405306459	0
138065333	0
340962284	0
247919788	0
430573014	0
542037395	0
4520580	0
880334368	0
446407984	0
226754497	0
66791997	0
762511784	0
598164211	0
543428762	0
799740024	0
231492715	0
24515566	0
977322081	0
880722333	0
62881738	0
232631134	0
119038705	0
780215058	0
441629898	0
100082431	0
533305682	0
93741815	0
710302333	0
89939880	0
158436755	0
936583224	0
814854687	0
118027499	0
51675813	0
526337513	0
964157135	0
350023839	0
636991504	0
85074507	0
800286433	0
310813193	0
215411138	0
683380851	0
377737942	0
237614081	0
549578421	0
894024507	0
755189594	0
874118057	0
17719799	0
633537913	0
398912474	0
826519896	0
771038104	0
300724026	0
524819398	0
542505798	0
563393699	0
342984822	0
440723527	0
203416365	0
555407832	0
431478570	0
347066708	0
65764145	0
979814276	0
366074593	0
363598659	0
149845776	0
434353413	0
122744887	0
238723175	0
505688455	0
189197293	0
585625033	0
399654473	0
594968791	0
28039467	0
72270529	0
862672062	0
714901974	0
921682441	0
5559824	0
844094850	0
473600447	0
447418917	0
278251212	0
351488803	0
879184364	0
824777011	0
886522350	0
851471094	0
100997252	0
702527913	0
131087216	0
415425884	0
860136337	0
703123952	0
242485579	0
458132429	0
43322262	0
506188532	0
848887028	0
327262489	0
629734580	0
172745333	0
185384180	0
184506132	0
832402568	0
985309842	0
811958734	0
509550313	0
874291558	0
768521773	0
146172783	0
769739884	0
816582009	0
207122413	0
293459666	0
349252129	0
336130229	0
418575443	0
824335483	0
97589687	0
78164177	0
33161378	0
604563594	0
366609290	0
791931894	0
116618172	0
304676911	0
332638291	0
537275549	0
168187889	0
683159575	0
116958277	0
587451876	0
608537979	0
155912464	0
939891348	0
233794697	0
540016297	0
601416133	0
371212080	0
91062936	0
347058708	0
952204904	0
674257242	0
376995815	0
386506563	0
848877525	0
195170421	0
535601521	0
177304317	0
95740434	0
80127419	0
518123772	0
349349741	0
637253866	0
994267813	0
718154385	0
319471986	0
36238593	0
78302400	0
227951218	0
573233448	0
838432963	0
340620567	0
938811888	0
971774717	0
807608263	0
450802755	0
609416045	0
207630508	0
45585661	0
12169992	0
691172763	0
128717640	0
685688662	0
818609927	0
606109724	0
152752826	0
466934080	0
535254054	0
728027214	0
632824419	0
208512471	0
826442311	0
640933482	0
45141114	0
485481361	0
462403065	0
620609194	0
976623682	0
561011051	0
951846000	0
556794165	0
667031957	0
2851497	0
922839576	0
613963152	0
245227998	0
235890062	0
752264485	0
729001853	0
559464372	0
268938073	0
602842218	0
568619577	0
984962390	0
466970780	0
834859025	0
106560053	0
451211876	0
752207677	0
313778795	0
728285997	0
269066931	0
893006082	0
378925782	0
986565961	0
751557087	0
35568668	0
955554600	0
766088839	0
683601126	0
40628781	0
662589256	0
38646641	0
82439538	0
140834998	0
197523065	0
519187789	0
331951722	0
127497815	0
603760470	0
304007556	0
577911409	0
335085419	0
834991360	0
886779002	0
422154824	0
424634991	0
952567901	0
962121074	0
726266741	0
647405066	0
695903469	0
628086963	0
934128624	0
162324108	0
728788083	0
479218820	0
802371848	0
432026462	0
367848667	0
423437799	0
452712528	0
442377803	0
129411236	0
791179869	0
567427413	0
221819126	0
734953864	0
711326039	0
374776649	0
716491981	0
697375676	0
17756301	0
490936641	0
774742299	0
24588377	0
404782004	0
356046056	0
562085252	0
485332149	0
731941188	0
743865136	0
2912767	0
712455116	0
763777436	0
137809719	0
221441368	0
169864058	0
250185142	0
554840367	0
324493283	0
955565466	0
451430521	0
628645037	0
172021651	0
462136060	0
459554830	0
908341487	0
308086528	0
57596329	0
364695447	0
304089623	0
554823143	0
309886289	0
297302071	0
91458691	0
965758134	0
807683828	0
911811774	0
90870757	0
930219887	0
736181922	0
565487890	0
587098079	0
741301699	0
703390002	0
395759746	0
340027362	0
169604000	0
166764744	0
329084541	0
254971760	0
305512379	0
745760137	0
420995755	0
755961799	0
175473604	0
842335232	0
519228574	0
575686321	0
394690724	0
61785213	0
915974756	0
837849771	0
547975859	0
497952965	0
199618158	0
192347214	0
313068222	0
633217758	0
473635695	0
760776546	0
919406506	0
940461897	0
905266254	0
466354649	0
667279733	0
870092672	0
37572786	0
51808903	0
269432732	0
474275240	0
547947931	0
422420572	0
675576620	0
432168256	0
910812229	0
99958468	0
680337537	0
262943028	0
819579189	0
431831834	0
664194836	0
972830222	0
167729175	0
622247365	0
965476317	0
864649699	0
348257150	0
667166140	0
347938872	0
936216768	0
759820122	0
110841694	0
297424296	0
331319600	0
577824042	0
10563197	0
309910086	0
252040432	0
426284207	0
116638234	0
32417275	0
784409176	0
487154978	0
357347374	0
52830406	0
536713529	0
265189750	0
550577097	0
130862198	0
152699156	0
847286701	0
508766922	0
121427133	0
74903461	0
326651525	0
26562029	0
356211181	0
66358797	0
936046107	0
864157384	0
929142556	0
564382191	0
420388621	0
614384161	0
89290979	0
130480818	0
291773834	0
157981477	0
575237038	0
622650821	0
144630617	0
105506501	0
948474143	0
646797296	0
59436450	0
184170342	0
673626294	0
431140177	0
530643990	0
907796187	0
235465593	0
437085057	0
327634938	0
335352855	0
976783205	0
818433639	0
779127948	0
307748697	0
285817514	0
123270149	0
81196638	0
258810892	0
372673595	0
300231604	0
66286180	0
17247378	0
931868252	0
474679500	0
994761271	0
617685580	0
181510786	0
174516927	0
505571576	0
305584379	0
20590864	0
412733774	0
598864319	0
416005879	0
537759653	0
781445794	0
135057646	0
892487869	0
438643889	0
11691738	0
726225754	0
267937281	0
541837384	0
866575902	0
736533715	0
313932939	0
5179342	0
440380932	0
910209105	0
891037665	0
618449496	0
973817374	0
199458725	0
781068105	0
804551262	0
971417883	0
491911811	0
255144170	0
716346549	0
975467152	0
774237728	0
117033768	0
123689668	0
777992132	0
814295948	0
819168891	0
117211629	0
649146751	0
820812782	0
182748878	0
877979498	0
307182597	0
679002465	0
620539305	0
902423335	0
662038834	0
821811431	0
975067548	0
836226184	0
68393774	0
647387475	0
91516205	0
968101910	0
133726994	0
294753581	0
419693126	0
168330797	0
263433164	0
830841355	0
479311682	0
775398527	0
42806528	0
810700990	0
743216849	0
28257536	0
341244830	0
98118662	0
101930716	0
728692476	0
586524762	0
185511345	0
58142420	0
833619503	0
95302044	0
849351254	0
76946202	0
58368217	0
633171377	0
408957567	0
289365606	0
679626819	0
256961813	0
106720212	0
419537170	0
55441315	0
207653536	0
103801707	0
791831161	0
243480827	0
520939810	0
69240489	0
319425744	0
413099291	0
763015065	0
263875109	0
895682013	0
719351066	0
935815372	0
733057847	0
597605904	0
332112260	0
805226048	0
138005571	0
945993739	0
804175158	0
466712629	0
189264681	0
146127233	0
380072609	0
222042988	0
347745694	0
626374665	0
727441239	0
658510740	0
259842715	0
430375670	0
927911866	0
381745845	0
692724983	0
808951180	0
138106327	0
759427943	0
471140340	0
428183906	0
361160160	0
867290620	0
449196155	0
78134676	0
771175131	0
354854072	0
946328236	0
307302943	0
163637603	0
306404346	0
541763002	0
846891071	0
947805256	0
775593253	0
890758318	0
342063199	0
957902795	0
756693499	0
734852431	0
993499891	0
400801757	0
429643235	0
553103919	0
551843931	0
722794366	0
353092333	0
348732332	0
353005487	0
893341541	0
582255466	0
149956188	0
929663775	0
236502269	0
325696785	0
114270051	0
663250769	0
397702884	0
902792133	0
386495140	0
234018062	0
874802930	0
276304194	0
288056333	0
158919195	0
80009783	0
222862938	0
820177668	0
101834584	0
637879021	0
740001914	0
631106649	0
977249326	0
489259194	0
592068856	0
221384906	0
878686547	0
720846329	0
724542885	0
667773079	0
482720567	0
533588456	0
521602506	0
681249695	0
926178291	0
762131666	0
816824561	0
918859742	0
394847935	0
619789530	0
343126955	0
567654503	0
615830572	0
222359479	0
294093810	0
619435521	0
650244114	0
388555150	0
465607073	0
90127822	0
905163380	0
60533342	0
446825237	0
676271295	0
249612880	0
733613791	0
346178284	0
19195150	0
746335733	0
294959896	0
322345884	0
518601860	0
195585898	0
80081482	0
365623397	0
47825891	0
387453187	0
341356010	0
911160687	0
7065807	0
786006976	0
650290156	0
842183313	0
923033039	0
148414578	0
980815980	0
378725148	0
451817282	0
143180558	0
329729178	0
559241227	0
956043696	0
209684647	0
3090889	0
709963194	0
81439482	0
264819046	0
897032954	0
665568444	0
413926106	0
565487278	0
198667430	0
831469335	0
149716155	0
770055622	0
571253039	0
713161521	0
93307999	0
310546320	0
868366914	0
999663261	0
866751812	0
677445272	0
630003785	0
556945059	0
424802625	0
376348213	0
697410232	0
631014281	0
508990645	0
462085398	0
867761614	0
149982148	0
353650888	0
702508560	0
292748254	0
907603035	0
611425810	0
751377304	0
126007128	0
222036231	0
630712662	0
159374869	0
537958791	0
554548187	0
537427701	0
466467644	0
600957746	0
85860817	0
252221720	0
830502874	0
937501205	0
275895063	0
314036314	0
30852216	0
989713891	0
703452819	0
289956265	0
744965982	0
652238041	0
61638807	0
498083804	0
757983515	0
494394239	0
900671630	0
963738471	0
937696	0
512899601	0
276169766	0
270734650	0
731243823	0
353690259	0
560851697	0
518889823	0
930260700	0
436368958	0
551033734	0
460461341	0
932050362	0
260756003	0
624450239	0
983869639	0
8025199	0
388376004	0
196390539	0
447109574	0
729665490	0
448121192	0
935259516	0
633776449	0
611565803	0
414015585	0
378173740	0
610740940	0
489325443	0
45734228	0
413112116	0
297038111	0
891916023	0
601197133	0
229551082	0
641167001	0
366772485	0
611159579	0
900233406	0
243406850	0
413472581	0
879264151	0
69358562	0
712068925	0
824650232	0
232970523	0
649995532	0
424780133	0
142560199	0
797752789	0
757911417	0
756910252	0
808838008	0
15268811	0
639655424	0
12458683	0
451998571	0
798059638	0
616796040	0
734930275	0
235920383	0
775550166	0
622256236	0
647761920	0
74695290	0
739809148	0
779740390	0
30986864	0
239669253	0
957879037	0
579826747	0
599987714	0
274336954	0
496740060	0
344686522	0
482867784	0
252926764	0
647406415	0
106399084	0
598788242	0
703190029	0
416888553	0
81638886	0
178724024	0
613162805	0
800427185	0
551236535	0
641029289	0
217039779	0
463002489	0
649209897	0
360842916	0
283959007	0
494435350	0
807344705	0
376536557	0
438282045	0
528771078	0
319747338	0
123171170	0
360895452	0
308201126	0
692568504	0
393001181	0
857412325	0
267147055	0
215694066	0
209569137	0
868115184	0
533501783	0
640452439	0
601018602	0
11508285	0
715994666	0
590141234	0
577127789	0
947152230	0
939350701	0
129048973	0
549617268	0
533861346	0
84232112	0
22166876	0
369429567	0
650365108	0
319277575	0
2522345	0
97085666	0
849614038	0
839605740	0
918665925	0
458047554	0
788613432	0
55375943	0
174700522	0
486092857	0
856706665	0
594523850	0
829691950	0
234311378	0
277060880	0
529956579	0
560200030	0
352975909	0
724059102	0
569321975	0
548704173	0
592690511	0
63088939	0
758765429	0
277307135	0
856597701	0
59791941	0
625754227	0
774173558	0
791985837	0
351918940	0
660461418	0
951517902	0
235827596	0
82980036	0
532950529	0
459358975	0
873711463	0
576771314	0
943803063	0
302477565	0
993742748	0
987330893	0
413169541	0
174843674	0
19460621	0
437727538	0
695505065	0
363926223	0
93744896	0
620486352	0
734615024	0
304046200	0
572292350	0
721617857	0
158121979	0
954943072	0
757620323	0
726664410	0
648379663	0
503885405	0
822936416	0
762915906	0
808146555	0
615549871	0
932735131	0
776061663	0
649338955	0
270905435	0
979097132	0
559043918	0
854696858	0
519096191	0
541361693	0
691965765	0
209807915	0
763625337	0
776494446	0
849457992	0
620547544	0
739967817	0
162187000	0
268054203	0
725417146	0
577810696	0
67914516	0
749362601	0
988183186	0
461067206	0
221168726	0
473820181	0
305854953	0
361475103	0
518356891	0
30480300	0
956132568	0
404713422	0
551044678	0
56416999	0
959187183	0
727426997	0
109501241	0
874115887	0
289275593	0
460216322	0
819056727	0
737971920	0
76330100	0
214774408	0
589916030	0
655494592	0
821773095	0
960755172	0
13026319	0
726619676	0
2693568	0
762854538	0
217531902	0
500283058	0
747007579	0
707031231	0
573052504	0
699459685	0
613159601	0
80174867	0
220708340	0
295214758	0
770681257	0
511420587	0
938157519	0
325215919	0
321904580	0
76829201	0
645775324	0
468010090	0
42904592	0
914768688	0
949607008	0
830918895	0
950444916	0
618780774	0
878428926	0
695857191	0
622965350	0
887725770	0
343626685	0
968527952	0
23968966	0
460410701	0
225291739	0
511643296	0
729347717	0
435443638	0
187691964	0
18702434	0
219364945	0
344437147	0
117722729	0
879567185	0
38241036	0
313078072	0
715866762	0
967956724	0
936648114	0
504089770	0
348138008	0
897928974	0
7716080	0
988336211	0
424360444	0
562625988	0
448413403	0
456525975	0
255516143	0
463913103	0
218981211	0
331286663	0
908851881	0
706872778	0
776521557	0
